genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
14194_bins.356.fa,31_30,0.010000000000000009,average,ANImf,31
29667_bins.263.fa,31_31,0.010000000000000009,average,ANImf,31
14263_bins.230.fa,31_32,0.010000000000000009,average,ANImf,31
29912_bins.167.fa,31_33,0.010000000000000009,average,ANImf,31
29948_bins.552.fa,31_34,0.010000000000000009,average,ANImf,31
14159_bins.309.fa,31_35,0.010000000000000009,average,ANImf,31
29665_bins.38.fa,31_36,0.010000000000000009,average,ANImf,31
29793_bins.193.fa,31_37,0.010000000000000009,average,ANImf,31
60690_bins.9.fa,31_38,0.010000000000000009,average,ANImf,31
29631_bins.232.fa,31_39,0.010000000000000009,average,ANImf,31
29951_bins.369.fa,31_40,0.010000000000000009,average,ANImf,31
29646_bins.422.fa,31_41,0.010000000000000009,average,ANImf,31
14307_bins.317.fa,31_42,0.010000000000000009,average,ANImf,31
14159_bins.133.fa,32_1,0.010000000000000009,average,ANImf,32
14160_bins.51.fa,32_1,0.010000000000000009,average,ANImf,32
14162_bins.53.fa,32_1,0.010000000000000009,average,ANImf,32
14163_bins.196.fa,32_1,0.010000000000000009,average,ANImf,32
14169_bins.1.fa,32_1,0.010000000000000009,average,ANImf,32
14172_bins.53.fa,32_1,0.010000000000000009,average,ANImf,32
14174_bins.40.fa,32_1,0.010000000000000009,average,ANImf,32
14182_bins.137.fa,32_1,0.010000000000000009,average,ANImf,32
14184_bins.216.fa,32_1,0.010000000000000009,average,ANImf,32
14187_bins.306.fa,32_1,0.010000000000000009,average,ANImf,32
14192_bins.232.fa,32_1,0.010000000000000009,average,ANImf,32
14201_bins.196.fa,32_1,0.010000000000000009,average,ANImf,32
14204_bins.94.fa,32_1,0.010000000000000009,average,ANImf,32
14205_bins.247.fa,32_1,0.010000000000000009,average,ANImf,32
14208_bins.289.fa,32_1,0.010000000000000009,average,ANImf,32
14262_bins.103.fa,32_1,0.010000000000000009,average,ANImf,32
14263_bins.205.fa,32_1,0.010000000000000009,average,ANImf,32
14271_bins.138.fa,32_1,0.010000000000000009,average,ANImf,32
14273_bins.144.fa,32_1,0.010000000000000009,average,ANImf,32
14274_bins.220.fa,32_1,0.010000000000000009,average,ANImf,32
14275_bins.92.fa,32_1,0.010000000000000009,average,ANImf,32
14284_bins.41.fa,32_1,0.010000000000000009,average,ANImf,32
14288_bins.96.fa,32_1,0.010000000000000009,average,ANImf,32
14295_bins.513.fa,32_1,0.010000000000000009,average,ANImf,32
14297_bins.128.fa,32_1,0.010000000000000009,average,ANImf,32
14298_bins.4.fa,32_1,0.010000000000000009,average,ANImf,32
14306_bins.555.fa,32_1,0.010000000000000009,average,ANImf,32
14308_bins.249.fa,32_1,0.010000000000000009,average,ANImf,32
14315_bins.73.fa,32_1,0.010000000000000009,average,ANImf,32
14317_bins.229.fa,32_1,0.010000000000000009,average,ANImf,32
14322_bins.79.fa,32_1,0.010000000000000009,average,ANImf,32
29643_bins.330.fa,32_1,0.010000000000000009,average,ANImf,32
29652_bins.24.fa,32_1,0.010000000000000009,average,ANImf,32
29655_bins.88.fa,32_1,0.010000000000000009,average,ANImf,32
29665_bins.387.fa,32_1,0.010000000000000009,average,ANImf,32
29679_bins.241.fa,32_1,0.010000000000000009,average,ANImf,32
29691_bins.271.fa,32_1,0.010000000000000009,average,ANImf,32
29700_bins.341.fa,32_1,0.010000000000000009,average,ANImf,32
29702_bins.36.fa,32_1,0.010000000000000009,average,ANImf,32
29704_bins.61.fa,32_1,0.010000000000000009,average,ANImf,32
29705_bins.162.fa,32_1,0.010000000000000009,average,ANImf,32
29706_bins.35.fa,32_1,0.010000000000000009,average,ANImf,32
29715_bins.304.fa,32_1,0.010000000000000009,average,ANImf,32
29718_bins.119.fa,32_1,0.010000000000000009,average,ANImf,32
29752_bins.336.fa,32_1,0.010000000000000009,average,ANImf,32
29753_bins.446.fa,32_1,0.010000000000000009,average,ANImf,32
29754_bins.220.fa,32_1,0.010000000000000009,average,ANImf,32
29765_bins.264.fa,32_1,0.010000000000000009,average,ANImf,32
29777_bins.44.fa,32_1,0.010000000000000009,average,ANImf,32
29793_bins.55.fa,32_1,0.010000000000000009,average,ANImf,32
29796_bins.439.fa,32_1,0.010000000000000009,average,ANImf,32
29797_bins.201.fa,32_1,0.010000000000000009,average,ANImf,32
29875_bins.10.fa,32_1,0.010000000000000009,average,ANImf,32
29901_bins.71.fa,32_1,0.010000000000000009,average,ANImf,32
29912_bins.126.fa,32_1,0.010000000000000009,average,ANImf,32
29913_bins.301.fa,32_1,0.010000000000000009,average,ANImf,32
29924_bins.416.fa,32_1,0.010000000000000009,average,ANImf,32
29931_bins.203.fa,32_1,0.010000000000000009,average,ANImf,32
29951_bins.381.fa,32_1,0.010000000000000009,average,ANImf,32
29961_bins.63.fa,32_1,0.010000000000000009,average,ANImf,32
29962_bins.101.fa,32_1,0.010000000000000009,average,ANImf,32
NegativeControl_bins.231.fa,32_1,0.010000000000000009,average,ANImf,32
14159_bins.252.fa,33_1,0.010000000000000009,average,ANImf,33
14183_bins.166.fa,33_1,0.010000000000000009,average,ANImf,33
14184_bins.146.fa,33_1,0.010000000000000009,average,ANImf,33
14186_bins.227.fa,33_1,0.010000000000000009,average,ANImf,33
14188_bins.440.fa,33_1,0.010000000000000009,average,ANImf,33
14190_bins.144.fa,33_1,0.010000000000000009,average,ANImf,33
14193_bins.202.fa,33_1,0.010000000000000009,average,ANImf,33
14194_bins.99.fa,33_1,0.010000000000000009,average,ANImf,33
14195_bins.364.fa,33_1,0.010000000000000009,average,ANImf,33
14200_bins.4.fa,33_1,0.010000000000000009,average,ANImf,33
14207_bins.144.fa,33_1,0.010000000000000009,average,ANImf,33
14208_bins.181.fa,33_1,0.010000000000000009,average,ANImf,33
14209_bins.290.fa,33_1,0.010000000000000009,average,ANImf,33
14231_bins.150.fa,33_1,0.010000000000000009,average,ANImf,33
14260_bins.323.fa,33_1,0.010000000000000009,average,ANImf,33
14261_bins.383.fa,33_1,0.010000000000000009,average,ANImf,33
14263_bins.224.fa,33_1,0.010000000000000009,average,ANImf,33
14265_bins.413.fa,33_1,0.010000000000000009,average,ANImf,33
14276_bins.289.fa,33_1,0.010000000000000009,average,ANImf,33
14277_bins.75.fa,33_1,0.010000000000000009,average,ANImf,33
14284_bins.120.fa,33_1,0.010000000000000009,average,ANImf,33
14286_bins.22.fa,33_1,0.010000000000000009,average,ANImf,33
14288_bins.78.fa,33_1,0.010000000000000009,average,ANImf,33
14305_bins.358.fa,33_1,0.010000000000000009,average,ANImf,33
14307_bins.177.fa,33_1,0.010000000000000009,average,ANImf,33
14317_bins.468.fa,33_1,0.010000000000000009,average,ANImf,33
29633_bins.165.fa,33_1,0.010000000000000009,average,ANImf,33
29643_bins.586.fa,33_1,0.010000000000000009,average,ANImf,33
29644_bins.108.fa,33_1,0.010000000000000009,average,ANImf,33
29646_bins.718.fa,33_1,0.010000000000000009,average,ANImf,33
29653_bins.175.fa,33_1,0.010000000000000009,average,ANImf,33
29654_bins.335.fa,33_1,0.010000000000000009,average,ANImf,33
29665_bins.413.fa,33_1,0.010000000000000009,average,ANImf,33
29666_bins.336.fa,33_1,0.010000000000000009,average,ANImf,33
29667_bins.370.fa,33_1,0.010000000000000009,average,ANImf,33
29692_bins.204.fa,33_1,0.010000000000000009,average,ANImf,33
29693_bins.82.fa,33_1,0.010000000000000009,average,ANImf,33
29694_bins.439.fa,33_1,0.010000000000000009,average,ANImf,33
29703_bins.204.fa,33_1,0.010000000000000009,average,ANImf,33
29704_bins.211.fa,33_1,0.010000000000000009,average,ANImf,33
29742_bins.499.fa,33_1,0.010000000000000009,average,ANImf,33
29804_bins.41.fa,33_1,0.010000000000000009,average,ANImf,33
29847_bins.490.fa,33_1,0.010000000000000009,average,ANImf,33
29863_bins.80.fa,33_1,0.010000000000000009,average,ANImf,33
29864_bins.29.fa,33_1,0.010000000000000009,average,ANImf,33
29865_bins.290.fa,33_1,0.010000000000000009,average,ANImf,33
29867_bins.64.fa,33_1,0.010000000000000009,average,ANImf,33
29875_bins.283.fa,33_1,0.010000000000000009,average,ANImf,33
29900_bins.129.fa,33_1,0.010000000000000009,average,ANImf,33
29924_bins.38.fa,33_1,0.010000000000000009,average,ANImf,33
29934_bins.487.fa,33_1,0.010000000000000009,average,ANImf,33
29943_bins.28.fa,33_1,0.010000000000000009,average,ANImf,33
29945_bins.99.fa,33_1,0.010000000000000009,average,ANImf,33
29946_bins.76.fa,33_1,0.010000000000000009,average,ANImf,33
29948_bins.268.fa,33_1,0.010000000000000009,average,ANImf,33
29949_bins.235.fa,33_1,0.010000000000000009,average,ANImf,33
B11802_bins.12.fa,33_1,0.010000000000000009,average,ANImf,33
P03694_bins.8.fa,33_1,0.010000000000000009,average,ANImf,33
14159_bins.1.fa,34_1,0.010000000000000009,average,ANImf,34
14162_bins.59.fa,34_1,0.010000000000000009,average,ANImf,34
14163_bins.79.fa,34_1,0.010000000000000009,average,ANImf,34
14171_bins.144.fa,34_1,0.010000000000000009,average,ANImf,34
14172_bins.109.fa,34_1,0.010000000000000009,average,ANImf,34
14183_bins.12.fa,34_1,0.010000000000000009,average,ANImf,34
14184_bins.384.fa,34_1,0.010000000000000009,average,ANImf,34
14186_bins.413.fa,34_1,0.010000000000000009,average,ANImf,34
14187_bins.293.fa,34_1,0.010000000000000009,average,ANImf,34
14188_bins.118.fa,34_1,0.010000000000000009,average,ANImf,34
14190_bins.142.fa,34_1,0.010000000000000009,average,ANImf,34
14192_bins.140.fa,34_1,0.010000000000000009,average,ANImf,34
14193_bins.195.fa,34_1,0.010000000000000009,average,ANImf,34
14194_bins.111.fa,34_1,0.010000000000000009,average,ANImf,34
14195_bins.171.fa,34_1,0.010000000000000009,average,ANImf,34
14201_bins.226.fa,34_1,0.010000000000000009,average,ANImf,34
14204_bins.85.fa,34_1,0.010000000000000009,average,ANImf,34
14205_bins.292.fa,34_1,0.010000000000000009,average,ANImf,34
14208_bins.453.fa,34_1,0.010000000000000009,average,ANImf,34
14209_bins.59.fa,34_1,0.010000000000000009,average,ANImf,34
14233_bins.105.fa,34_1,0.010000000000000009,average,ANImf,34
14260_bins.457.fa,34_1,0.010000000000000009,average,ANImf,34
14261_bins.341.fa,34_1,0.010000000000000009,average,ANImf,34
14262_bins.372.fa,34_1,0.010000000000000009,average,ANImf,34
14263_bins.137.fa,34_1,0.010000000000000009,average,ANImf,34
14265_bins.228.fa,34_1,0.010000000000000009,average,ANImf,34
14271_bins.20.fa,34_1,0.010000000000000009,average,ANImf,34
14274_bins.162.fa,34_1,0.010000000000000009,average,ANImf,34
14275_bins.318.fa,34_1,0.010000000000000009,average,ANImf,34
14276_bins.162.fa,34_1,0.010000000000000009,average,ANImf,34
14284_bins.220.fa,34_1,0.010000000000000009,average,ANImf,34
14286_bins.137.fa,34_1,0.010000000000000009,average,ANImf,34
14287_bins.189.fa,34_1,0.010000000000000009,average,ANImf,34
14288_bins.173.fa,34_1,0.010000000000000009,average,ANImf,34
14295_bins.511.fa,34_1,0.010000000000000009,average,ANImf,34
14297_bins.265.fa,34_1,0.010000000000000009,average,ANImf,34
14298_bins.69.fa,34_1,0.010000000000000009,average,ANImf,34
14305_bins.363.fa,34_1,0.010000000000000009,average,ANImf,34
14306_bins.354.fa,34_1,0.010000000000000009,average,ANImf,34
14307_bins.396.fa,34_1,0.010000000000000009,average,ANImf,34
14308_bins.187.fa,34_1,0.010000000000000009,average,ANImf,34
14317_bins.342.fa,34_1,0.010000000000000009,average,ANImf,34
14320_bins.198.fa,34_1,0.010000000000000009,average,ANImf,34
14322_bins.124.fa,34_1,0.010000000000000009,average,ANImf,34
29633_bins.105.fa,34_1,0.010000000000000009,average,ANImf,34
29643_bins.347.fa,34_1,0.010000000000000009,average,ANImf,34
29644_bins.282.fa,34_1,0.010000000000000009,average,ANImf,34
29645_bins.30.fa,34_1,0.010000000000000009,average,ANImf,34
29646_bins.677.fa,34_1,0.010000000000000009,average,ANImf,34
29652_bins.367.fa,34_1,0.010000000000000009,average,ANImf,34
29653_bins.133.fa,34_1,0.010000000000000009,average,ANImf,34
29654_bins.268.fa,34_1,0.010000000000000009,average,ANImf,34
29665_bins.213.fa,34_1,0.010000000000000009,average,ANImf,34
29666_bins.137.fa,34_1,0.010000000000000009,average,ANImf,34
29667_bins.260.fa,34_1,0.010000000000000009,average,ANImf,34
29668_bins.125.fa,34_1,0.010000000000000009,average,ANImf,34
29679_bins.8.fa,34_1,0.010000000000000009,average,ANImf,34
29691_bins.138.fa,34_1,0.010000000000000009,average,ANImf,34
29692_bins.61.fa,34_1,0.010000000000000009,average,ANImf,34
29694_bins.214.fa,34_1,0.010000000000000009,average,ANImf,34
29700_bins.354.fa,34_1,0.010000000000000009,average,ANImf,34
29702_bins.424.fa,34_1,0.010000000000000009,average,ANImf,34
29703_bins.482.fa,34_1,0.010000000000000009,average,ANImf,34
29704_bins.376.fa,34_1,0.010000000000000009,average,ANImf,34
29705_bins.272.fa,34_1,0.010000000000000009,average,ANImf,34
29707_bins.235.fa,34_1,0.010000000000000009,average,ANImf,34
29715_bins.409.fa,34_1,0.010000000000000009,average,ANImf,34
29718_bins.95.fa,34_1,0.010000000000000009,average,ANImf,34
29742_bins.273.fa,34_1,0.010000000000000009,average,ANImf,34
29745_bins.262.fa,34_1,0.010000000000000009,average,ANImf,34
29752_bins.351.fa,34_1,0.010000000000000009,average,ANImf,34
29753_bins.130.fa,34_1,0.010000000000000009,average,ANImf,34
29754_bins.61.fa,34_1,0.010000000000000009,average,ANImf,34
29765_bins.277.fa,34_1,0.010000000000000009,average,ANImf,34
29778_bins.237.fa,34_1,0.010000000000000009,average,ANImf,34
29781_bins.130.fa,34_1,0.010000000000000009,average,ANImf,34
29792_bins.194.fa,34_1,0.010000000000000009,average,ANImf,34
29793_bins.77.fa,34_1,0.010000000000000009,average,ANImf,34
29796_bins.153.fa,34_1,0.010000000000000009,average,ANImf,34
29797_bins.89.fa,34_1,0.010000000000000009,average,ANImf,34
29846_bins.254.fa,34_1,0.010000000000000009,average,ANImf,34
29847_bins.179.fa,34_1,0.010000000000000009,average,ANImf,34
29863_bins.128.fa,34_1,0.010000000000000009,average,ANImf,34
29865_bins.242.fa,34_1,0.010000000000000009,average,ANImf,34
29875_bins.329.fa,34_1,0.010000000000000009,average,ANImf,34
29900_bins.151.fa,34_1,0.010000000000000009,average,ANImf,34
29901_bins.161.fa,34_1,0.010000000000000009,average,ANImf,34
29913_bins.344.fa,34_1,0.010000000000000009,average,ANImf,34
29924_bins.174.fa,34_1,0.010000000000000009,average,ANImf,34
29931_bins.330.fa,34_1,0.010000000000000009,average,ANImf,34
29934_bins.457.fa,34_1,0.010000000000000009,average,ANImf,34
29943_bins.222.fa,34_1,0.010000000000000009,average,ANImf,34
29946_bins.62.fa,34_1,0.010000000000000009,average,ANImf,34
29948_bins.596.fa,34_1,0.010000000000000009,average,ANImf,34
29949_bins.75.fa,34_1,0.010000000000000009,average,ANImf,34
29951_bins.1.fa,34_1,0.010000000000000009,average,ANImf,34
29961_bins.576.fa,34_1,0.010000000000000009,average,ANImf,34
29962_bins.7.fa,34_1,0.010000000000000009,average,ANImf,34
315376_bins.41.fa,34_1,0.010000000000000009,average,ANImf,34
317019_bins.46.fa,34_1,0.010000000000000009,average,ANImf,34
40516_bins.51.fa,34_1,0.010000000000000009,average,ANImf,34
B11802_bins.56.fa,34_1,0.010000000000000009,average,ANImf,34
NegativeControl_bins.83.fa,34_1,0.010000000000000009,average,ANImf,34
14171_bins.6.fa,35_1,0.010000000000000009,average,ANImf,35
14192_bins.249.fa,35_1,0.010000000000000009,average,ANImf,35
14193_bins.229.fa,35_1,0.010000000000000009,average,ANImf,35
14205_bins.356.fa,35_1,0.010000000000000009,average,ANImf,35
14260_bins.193.fa,35_1,0.010000000000000009,average,ANImf,35
14262_bins.48.fa,35_1,0.010000000000000009,average,ANImf,35
14263_bins.15.fa,35_1,0.010000000000000009,average,ANImf,35
14284_bins.132.fa,35_1,0.010000000000000009,average,ANImf,35
14288_bins.400.fa,35_1,0.010000000000000009,average,ANImf,35
14297_bins.349.fa,35_1,0.010000000000000009,average,ANImf,35
14320_bins.43.fa,35_1,0.010000000000000009,average,ANImf,35
29633_bins.158.fa,35_1,0.010000000000000009,average,ANImf,35
29645_bins.74.fa,35_1,0.010000000000000009,average,ANImf,35
29646_bins.379.fa,35_1,0.010000000000000009,average,ANImf,35
29652_bins.451.fa,35_1,0.010000000000000009,average,ANImf,35
29668_bins.153.fa,35_1,0.010000000000000009,average,ANImf,35
29715_bins.66.fa,35_1,0.010000000000000009,average,ANImf,35
29753_bins.349.fa,35_1,0.010000000000000009,average,ANImf,35
29901_bins.214.fa,35_1,0.010000000000000009,average,ANImf,35
29961_bins.390.fa,35_1,0.010000000000000009,average,ANImf,35
29777_bins.74.fa,36_1,0.010000000000000009,average,ANImf,36
29778_bins.283.fa,36_1,0.010000000000000009,average,ANImf,36
315286_bins.42.fa,36_2,0.010000000000000009,average,ANImf,36
40516_bins.19.fa,36_3,0.010000000000000009,average,ANImf,36
29653_bins.199.fa,36_4,0.010000000000000009,average,ANImf,36
29863_bins.136.fa,36_5,0.010000000000000009,average,ANImf,36
29655_bins.69.fa,36_6,0.010000000000000009,average,ANImf,36
29913_bins.291.fa,36_7,0.010000000000000009,average,ANImf,36
14207_bins.119.fa,36_8,0.010000000000000009,average,ANImf,36
14295_bins.485.fa,36_9,0.010000000000000009,average,ANImf,36
29796_bins.181.fa,36_10,0.010000000000000009,average,ANImf,36
29792_bins.80.fa,36_11,0.010000000000000009,average,ANImf,36
14182_bins.12.fa,36_12,0.010000000000000009,average,ANImf,36
14174_bins.170.fa,36_13,0.010000000000000009,average,ANImf,36
14231_bins.151.fa,36_14,0.010000000000000009,average,ANImf,36
14305_bins.55.fa,36_15,0.010000000000000009,average,ANImf,36
14277_bins.107.fa,36_16,0.010000000000000009,average,ANImf,36
14298_bins.217.fa,36_17,0.010000000000000009,average,ANImf,36
29912_bins.51.fa,36_18,0.010000000000000009,average,ANImf,36
14275_bins.51.fa,36_19,0.010000000000000009,average,ANImf,36
29633_bins.142.fa,36_20,0.010000000000000009,average,ANImf,36
29693_bins.56.fa,36_20,0.010000000000000009,average,ANImf,36
29754_bins.188.fa,36_21,0.010000000000000009,average,ANImf,36
60690_bins.12.fa,36_21,0.010000000000000009,average,ANImf,36
14271_bins.167.fa,36_22,0.010000000000000009,average,ANImf,36
29943_bins.22.fa,36_22,0.010000000000000009,average,ANImf,36
29804_bins.75.fa,36_23,0.010000000000000009,average,ANImf,36
29946_bins.43.fa,36_23,0.010000000000000009,average,ANImf,36
14315_bins.36.fa,36_24,0.010000000000000009,average,ANImf,36
29692_bins.101.fa,36_24,0.010000000000000009,average,ANImf,36
29718_bins.261.fa,36_24,0.010000000000000009,average,ANImf,36
29745_bins.129.fa,36_24,0.010000000000000009,average,ANImf,36
29949_bins.301.fa,36_24,0.010000000000000009,average,ANImf,36
29652_bins.281.fa,36_25,0.010000000000000009,average,ANImf,36
29654_bins.195.fa,36_25,0.010000000000000009,average,ANImf,36
29914_bins.177.fa,36_26,0.010000000000000009,average,ANImf,36
14265_bins.424.fa,36_27,0.010000000000000009,average,ANImf,36
Y08843_bins.25.fa,36_28,0.010000000000000009,average,ANImf,36
14273_bins.293.fa,36_29,0.010000000000000009,average,ANImf,36
14287_bins.336.fa,36_30,0.010000000000000009,average,ANImf,36
14172_bins.89.fa,37_1,0.010000000000000009,average,ANImf,37
14190_bins.171.fa,37_1,0.010000000000000009,average,ANImf,37
14194_bins.54.fa,37_1,0.010000000000000009,average,ANImf,37
14195_bins.24.fa,37_1,0.010000000000000009,average,ANImf,37
14208_bins.323.fa,37_1,0.010000000000000009,average,ANImf,37
14260_bins.429.fa,37_1,0.010000000000000009,average,ANImf,37
14261_bins.273.fa,37_1,0.010000000000000009,average,ANImf,37
14263_bins.341.fa,37_1,0.010000000000000009,average,ANImf,37
14265_bins.666.fa,37_1,0.010000000000000009,average,ANImf,37
14288_bins.67.fa,37_1,0.010000000000000009,average,ANImf,37
14297_bins.14.fa,37_1,0.010000000000000009,average,ANImf,37
14305_bins.253.fa,37_1,0.010000000000000009,average,ANImf,37
14306_bins.21.fa,37_1,0.010000000000000009,average,ANImf,37
29631_bins.115.fa,37_1,0.010000000000000009,average,ANImf,37
29643_bins.151.fa,37_1,0.010000000000000009,average,ANImf,37
29645_bins.123.fa,37_1,0.010000000000000009,average,ANImf,37
29646_bins.191.fa,37_1,0.010000000000000009,average,ANImf,37
29652_bins.215.fa,37_1,0.010000000000000009,average,ANImf,37
29653_bins.40.fa,37_1,0.010000000000000009,average,ANImf,37
29665_bins.8.fa,37_1,0.010000000000000009,average,ANImf,37
29666_bins.267.fa,37_1,0.010000000000000009,average,ANImf,37
29667_bins.334.fa,37_1,0.010000000000000009,average,ANImf,37
29668_bins.301.fa,37_1,0.010000000000000009,average,ANImf,37
29679_bins.148.fa,37_1,0.010000000000000009,average,ANImf,37
29694_bins.529.fa,37_1,0.010000000000000009,average,ANImf,37
29703_bins.420.fa,37_1,0.010000000000000009,average,ANImf,37
