*sample_name,biosample number,sample_title,bioproject_accession,*organism,host,isolation_source,*collection_date,*geo_loc_name,*lat_lon,altitude,ref_biomaterial,rel_to_oxygen,samp_collect_device,samp_mat_process,samp_size,source_material_id,description,*env_biome,*env_feature,*env_material,Room number and pen (i.e. crate) ID ,Cohort,Antibiotic regimen,Probiotic regimen,Dysentery,DNA extraction plate ID,DNA extraction well ID,Sample_storage_temperature,host_body_habitat,host_diet,host_last_meal,host_life_stage,host_sex,TATTOO,Crate before start of the trial,NURSING_DAM,BIRTH_DAY,LINE,CROSS_BREED,STIGSIRE (male parent),STIGDAM (female parent),host_weight,,,,,,,,,,,,,,
Ja31/29846,SAMN11097715Ê,,PRJNA526405,Pig gut metagenome,Pig,29846,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,2C,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_7,F2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29846,A35,40516,1/10/2017 0:00:00,326,Large white x Duroc,BB17642,40516,5.2,,,,,,,,,,,,,,
Ja31/29924,SAMN11097716Ê,,PRJNA526405,Pig gut metagenome,Pig,29924,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,B6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29924,A37,319096,1/11/2017 0:00:00,326,Duroc x Large white,BR05942,319096,5.2,,,,,,,,,,,,,,
Ja31/14209,SAMN11097717Ê,,PRJNA526405,Pig gut metagenome,Pig,14209,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_8,B9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14209,B4,Y08266,1/9/2017 0:00:00,316,Duroc x Landrace,BR06957,Y08266,5.8,,,,,,,,,,,,,,
Ja31/14284,SAMN11097718Ê,,PRJNA526405,Pig gut metagenome,Pig,14284,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_6,A6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14284,C19,212211,1/11/2017 0:00:00,316,Duroc x Landrace,BR07335,212211,4.9,,,,,,,,,,,,,,
Ja31/14284.2,SAMN11097719Ê,,PRJNA526405,Pig gut metagenome,Pig,14284,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_8,H3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14284,C19,212211,1/11/2017 0:00:00,316,Duroc x Landrace,BR07335,212211,4.9,,,,,,,,,,,,,,
Ja31/14275,SAMN11097720Ê,,PRJNA526405,Pig gut metagenome,Pig,14275,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_8,G6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14275,B27,210080,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,210080,7.1,,,,,,,,,,,,,,
Ja31/14188,SAMN11097721Ê,,PRJNA526405,Pig gut metagenome,Pig,14188,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,C10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14188,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,9.5,,,,,,,,,,,,,,
Ja31/14307,SAMN11097722Ê,,PRJNA526405,Pig gut metagenome,Pig,14307,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,E1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14307,B42,21272,1/11/2017 0:00:00,316,Duroc x Landrace,BR07264,21272,7,,,,,,,,,,,,,,
Ja31/14183,SAMN11097723Ê,,PRJNA526405,Pig gut metagenome,Pig,14183,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3B,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,F4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14183,B4,Y08266,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,6,,,,,,,,,,,,,,
Ja31/14306,SAMN11097724Ê,,PRJNA526405,Pig gut metagenome,Pig,14306,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3B,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_8,A1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14306,B42,21272,1/11/2017 0:00:00,316,Duroc x Landrace,BR07264,21272,7.2,,,,,,,,,,,,,,
Ja31/29901,SAMN11097725Ê,,PRJNA526405,Pig gut metagenome,Pig,29901,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3B,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_8,E2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29901,B55,315649,1/11/2017 0:00:00,326,Duroc x Large white,BR07264,315649,6.6,,,,,,,,,,,,,,
Ja31/14163,SAMN11097726Ê,,PRJNA526405,Pig gut metagenome,Pig,14163,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3B,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,D2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14163,A36,T11600,1/6/2017 0:00:00,319,Landrace x Cross bred (LW x D),BY12386,T11600,6,,,,,,,,,,,,,,
Ja31/14308,SAMN11097727Ê,,PRJNA526405,Pig gut metagenome,Pig,14308,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3B,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,E2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14308,B42,21272,1/11/2017 0:00:00,316,Duroc x Landrace,BR07264,21272,7.4,,,,,,,,,,,,,,
Ja31/29700,SAMN11097728Ê,,PRJNA526405,Pig gut metagenome,Pig,29700,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3B,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,H8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29700,B28,315376,1/9/2017 0:00:00,326,Duroc x Large white,BR05942,315376,6.7,,,,,,,,,,,,,,
Ja31/29704,SAMN11097729Ê,,PRJNA526405,Pig gut metagenome,Pig,29704,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3C,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,H7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29704,B28,315376,1/9/2017 0:00:00,326,Duroc x Large white,BR05942,315376,8.6,,,,,,,,,,,,,,
Ja31/29863,SAMN11097730Ê,,PRJNA526405,Pig gut metagenome,Pig,29863,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3C,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_8,F7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29863,B6,910916,1/11/2017 0:00:00,326,Duroc x Large white,BR05942,314656,6.3,,,,,,,,,,,,,,
Ja31/29692,SAMN11097731Ê,,PRJNA526405,Pig gut metagenome,Pig,29692,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3C,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_5,C4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29692,B4,Y08266,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,9128,6.2,,,,,,,,,,,,,,
Ja31/14231,SAMN11097732Ê,,PRJNA526405,Pig gut metagenome,Pig,14231,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3C,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,B3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14231,A35,40516,1/9/2017 0:00:00,316,Duroc x Landrace,BR06957,21528,4.7,,,,,,,,,,,,,,
Ja31/14288,SAMN11097733Ê,,PRJNA526405,Pig gut metagenome,Pig,14288,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,3C,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,D8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14288,C19,212211,1/11/2017 0:00:00,316,Duroc x Landrace,BR07335,212211,5.1,,,,,,,,,,,,,,
Ja31/14305,SAMN11097734Ê,,PRJNA526405,Pig gut metagenome,Pig,14305,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_7,D1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14305,B42,21272,1/11/2017 0:00:00,316,Duroc x Landrace,BR07264,21272,6,,,,,,,,,,,,,,
Ja31/29949,SAMN11097735Ê,,PRJNA526405,Pig gut metagenome,Pig,29949,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_6,E7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29949,B23,315132,1/11/2017 0:00:00,326,Duroc x Large white,BR07264,315132,5.3,,,,,,,,,,,,,,
Ja31/29781,SAMN11097736Ê,,PRJNA526405,Pig gut metagenome,Pig,29781,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_4,A3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29781,B10,32719,1/10/2017 0:00:00,326,Duroc x Large white,BR05918,32719,4.4,,,,,,,,,,,,,,
Ja31/29781.2,SAMN11097737Ê,,PRJNA526405,Pig gut metagenome,Pig,29781,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_5,B5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29781,B10,32719,1/10/2017 0:00:00,326,Duroc x Large white,BR05918,32719,4.4,,,,,,,,,,,,,,
Ja31/29668,SAMN11097738Ê,,PRJNA526405,Pig gut metagenome,Pig,29668,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_7,A4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29668,A26,315286,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,315286,6.6,,,,,,,,,,,,,,
Ja31/29668.2,SAMN11097739Ê,,PRJNA526405,Pig gut metagenome,Pig,29668,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_7,D6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29668,A26,315286,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,315286,6.6,,,,,,,,,,,,,,
Ja31/14265,SAMN11097740Ê,,PRJNA526405,Pig gut metagenome,Pig,14265,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_7,D9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14265,B8,Y09733,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,Y09733,7.7,,,,,,,,,,,,,,
Ja31/14265.2,SAMN11097741Ê,,PRJNA526405,Pig gut metagenome,Pig,14265,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_8,G12,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14265,B8,Y09733,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,Y09733,7.7,,,,,,,,,,,,,,
Ja31/29653,SAMN11097742Ê,,PRJNA526405,Pig gut metagenome,Pig,29653,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_6,B5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29653,A25,316703,1/8/2017 0:00:00,326,Duroc x Large white,BR04050,316703,9.3,,,,,,,,,,,,,,
Ja31/29653.2,SAMN11097743Ê,,PRJNA526405,Pig gut metagenome,Pig,29653,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_7,D3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29653,A25,316703,1/8/2017 0:00:00,326,Duroc x Large white,BR04050,316703,9.3,,,,,,,,,,,,,,
Ja31/29793,SAMN11097744Ê,,PRJNA526405,Pig gut metagenome,Pig,29793,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_6,E8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29793,B62,316981,1/10/2017 0:00:00,326,Duroc x Large white,BR07264,B12474,5.6,,,,,,,,,,,,,,
Ja31/14208,SAMN11097745Ê,,PRJNA526405,Pig gut metagenome,Pig,14208,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_5,C8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14208,B4,Y08266,1/9/2017 0:00:00,316,Duroc x Landrace,BR06957,Y08266,6.7,,,,,,,,,,,,,,
Ja31/14190,SAMN11097746Ê,,PRJNA526405,Pig gut metagenome,Pig,14190,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_4,E11,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14190,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,8.3,,,,,,,,,,,,,,
Ja31/14190.2,SAMN11097747Ê,,PRJNA526405,Pig gut metagenome,Pig,14190,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_5,H3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14190,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,8.3,,,,,,,,,,,,,,
Ja31/14190.3,SAMN11097748Ê,,PRJNA526405,Pig gut metagenome,Pig,14190,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_8,A6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14190,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,8.3,,,,,,,,,,,,,,
Ja31/29797,SAMN11097749Ê,,PRJNA526405,Pig gut metagenome,Pig,29797,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_4,E2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29797,B37,B12474,1/10/2017 0:00:00,326,Duroc x Large white,BR07264,B12474,5.1,,,,,,,,,,,,,,
Ja31/29797.2,SAMN11097750Ê,,PRJNA526405,Pig gut metagenome,Pig,29797,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_6,B4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29797,B37,B12474,1/10/2017 0:00:00,326,Duroc x Large white,BR07264,B12474,5.1,,,,,,,,,,,,,,
Ja31/29796,SAMN11097751Ê,,PRJNA526405,Pig gut metagenome,Pig,29796,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_5,D6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29796,B15,317019,1/10/2017 0:00:00,326,Duroc x Large white,BR07264,B12474,5.9,,,,,,,,,,,,,,
Ja31/29796.2,SAMN11097752Ê,,PRJNA526405,Pig gut metagenome,Pig,29796,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_8,F8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29796,B15,317019,1/10/2017 0:00:00,326,Duroc x Large white,BR07264,B12474,5.9,,,,,,,,,,,,,,
Ja31/29777,SAMN11097753Ê,,PRJNA526405,Pig gut metagenome,Pig,29777,31/01/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 1 day(s) before the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_6,D12,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29777,B10,32719,1/10/2017 0:00:00,326,Duroc x Large white,BR05918,32719,4.6,,,,,,,,,,,,,,
